STATUS PROCESSO;CÓDIGO;DESCRIÇÃO;QUANTIDADE;NÍVEL DE URGÊNCIA;FAMILIA;PO# REF;FORNECEDOR;PREV. CHEGADA CD;DATA REAL CHEGADA CD;PREV. ATRACAÇÃO;DATA REAL ATRACAÇÃO ;QTDE 40';QTDE 20';SEMANA;PARES;TOP FAMILIA;ESTOQUE;BACKORDER;MÉDIA;COBERTURA CHEGANDO;COBERTURA HOJE;COBERTURA TOTAL
EM PRODUÇÃO;4267;CANULA NASAL ADU T/O C/EXT SOLID;600;ESTÁVEL;CANULAS NASAIS DE OXIGENIO;IMP000129 & IMP000132;MEDICO IND.;29/11/2026;(vazio);19/11/2026;(vazio);(vazio);(vazio);;0;OUTROS;1142;0;188;3,191489362;6,074468085;9,265957447
EM PRODUÇÃO;7446;AGULHA LEBEL MESO 30X4X0,30 C/100 BEAUTY;1000;ESTÁVEL;AGULHAS ANESTESICA;IMP000126& IMP000123;MEDICO IND.;29/11/2026;(vazio);19/11/2026;(vazio);(vazio);(vazio);;;OUTROS;590;0;800;1,25;0,7375;1,9875
EM PRODUÇÃO;7448;AGULHA LEBEL MESO 32X4X0,23 C/100 BEAUTY;10000;CRÍTICO;AGULHAS ANESTESICA;IMP000126& IMP000123;MEDICO IND.;29/11/2026;(vazio);19/11/2026;(vazio);(vazio);(vazio);;;OUTROS;0;0;4000;2,5;0;2,5
EM PRODUÇÃO;662;TUBO ENDOTRAQUEAL 6.0 S/BAL C/10 SOLIDOR;50;ESTÁVEL;LAMINAS;IMP000141           ;MEDICO IND.;29/11/2026;(vazio);19/11/2026;(vazio);(vazio);(vazio);;;FAMILIA 80%;364;0;50;1;7,28;8,28
EM PRODUÇÃO;4253;SCALP VACUO 21G C/100 (JH);2500;ESTÁVEL;SCALPS A VACUO;IMP000082-HONGDA;HONGDA;24/12/2026;(vazio);14/12/2026;(vazio);(vazio);(vazio);;0;FAMILIA 80%;16830;0;8000;0,3125;2,10375;2,41625
EM PRODUÇÃO;4254;SCALP VACUO 23G C/100 (JH);15.000,00;PRIORIDADE;SCALPS A VACUO;IMP000082-HONGDA;HONGDA;24/12/2026;(vazio);14/12/2026;(vazio);(vazio);(vazio);;0;FAMILIA 80%;14486;0;8000;1,875;1,81075;3,68575
EM PRODUÇÃO;4255;SCALP VACUO 25G C/100 (JH);15.000,00;PRIORIDADE;SCALPS A VACUO;IMP000082-HONGDA;HONGDA;24/12/2026;(vazio);14/12/2026;(vazio);(vazio);(vazio);;0;FAMILIA 80%;2496;0;1000;15;2,496;17,496
EM PRODUÇÃO;408;SERINGA INS 1ML 13X0,33 C/100 SOLIDOR;30000;PRIORIDADE;SERINGAS CONVENCIONAIS;IMP000092-MEDICO IND;MEDICO IND.;29/12/2026;(vazio);19/12/2026;(vazio);(vazio);(vazio);;0;OUTROS;0;0;10000;3;0;3
EM PRODUÇÃO;453;SERINGA INS 1ML 8X0,30 C/100 SOLIDOR;30.000,00;PRIORIDADE;SERINGAS CONVENCIONAIS;IMP000092-MEDICO IND;MEDICO IND.;29/12/2026;(vazio);19/12/2026;(vazio);(vazio);(vazio);;0;OUTROS;0;0;10000;3;0;3
EM PRODUÇÃO;4254;SCALP VACUO 23G C/100 (JH);15.000,00;PRIORIDADE;SCALPS A VACUO;IMP000083-HONGDA;HONGDA;14/01/2027;(vazio);04/01/2027;(vazio);(vazio);(vazio);;;FAMILIA 80%;14486;0;8000;1,875;1,81075;3,68575
EM PRODUÇÃO;4255;SCALP VACUO 25G C/100 (JH);15000;PRIORIDADE;SCALPS A VACUO;IMP000083-HONGDA;HONGDA;46401;(vazio);46391;(vazio);(vazio);(vazio);;0;FAMILIA 80%;2496;0;1000;15;2,496;17,496
